bioguide_id,name,party,state,chamber,committees,top_industries_current_cycle,interest_group_ratings,external_links,notes
B001291,Brian Babin,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brian_babin/412655"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00005736""}",
C001051,John Carter,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/john_carter/400068"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00025095""}",
C001131,Gregorio Casar,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/gregorio_casar/456945"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049855""}",
C001091,Joaquin Castro,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/joaquin_castro/412576"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00033316""}",
C001115,Michael Cloud,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/michael_cloud/412746"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041882""}",
C001120,Dan Crenshaw,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/dan_crenshaw/412820"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042224""}",
C001130,Jasmine Crockett,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jasmine_crockett/456944"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00049840""}",
D000594,Mónica De La Cruz,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/monica_de_la_cruz/456943"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045793""}",
C001063,Henry Cuellar,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/henry_cuellar/400657"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00024978""}",
D000399,Lloyd Doggett,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lloyd_doggett/400111"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00006023""}",
V000134,Beth Van Duyne,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/beth_van_duyne/456850"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00045167""}",
E000071,Jake Ellzey,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/jake_ellzey/456862"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042243""}",
E000299,Veronica Escobar,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/veronica_escobar/412825"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041702""}",
F000246,Pat Fallon,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/patrick_fallon/456845"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00047264""}",
F000468,Lizzie Fletcher,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lizzie_fletcher/412824"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00041194""}",
G000587,Sylvia Garcia,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/sylvia_garcia/412827"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042282""}",
G000603,Brandon Gill,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/brandon_gill/457023"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00054402""}",
G000601,Craig Goldman,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/craig_goldman/457021"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00053861""}",
G000581,Vicente Gonzalez,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/vicente_gonzalez/412725"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00038809""}",
G000589,Lance Gooden,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/lance_gooden/412822"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00042237""}",
G000553,Al Green,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/al_green/400653"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00026686""}",
H001095,Wesley Hunt,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/wesley_hunt/456946"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00044362""}",
J000304,Ronny Jackson,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/ronny_jackson/456847"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00046055""}",
J000310,Julie Johnson,D,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/julie_johnson/457024"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00052806""}",
L000603,Morgan Luttrell,R,TX,house,[],[],{},"{""govtrack"": ""https://www.govtrack.us/congress/members/morgan_luttrell/456942"", ""opensecrets"": ""https://www.opensecrets.org/members-of-congress/summary?cid=N00048776""}",
